STANDARD_CACHE_SIZE,LOWER_CACHE_SIZE,HIGHER_CACHE_SIZE,STANDARD_PAGE_SIZE,LOWER_PAGE_SIZE,HIGHER_PAGE_SIZE,HIGHEST_PAGE_SIZE,SECURE_DELETE_TRUE,SECURE_DELETE_FALSE,SECURE_DELETE_FAST,TEMP_STORE_DEFAULT,TEMP_STORE_FILE,TEMP_STORE_MEMORY,SHARED_CACHE_TRUE,SHARED_CACHE_FALSE,READ_UNCOMMITED_TRUE,READ_UNCOMMITED_FALSE,FULLSYNC_TRUE,FULLSYNC_FALSE,TRANSACTION_MODE_DEFERRED,TRANSACTION_MODE_IMMEDIATE,TRANSACTION_MODE_EXCLUSIVE,$<TPS
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,22.619999999999948
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,37.52999999999997
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,46.29999999999998
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,38.67999999999998
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,40.76999999999998
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,30.309999999999974
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,36.23999999999998
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,29.619999999999976
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,43.319999999999965
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,39.90999999999997
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,28.45999999999998
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,36.889999999999986
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,44.889999999999986
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,28.069999999999993
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,36.73999999999998
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,32.15999999999997
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,31.45999999999998
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,40.329999999999984
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,22.319999999999993
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,35.25999999999996
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,38.42999999999998
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,38.89999999999998
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,34.569999999999965
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,29.319999999999965
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,42.20999999999998
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,30.389999999999986
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,36.369999999999976
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,33.91999999999996
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,36.68999999999997
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,37.95999999999998
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,35.98999999999998
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,38.45999999999998
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,21.5
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,30.609999999999985
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,30.059999999999974
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,33.94999999999996
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,42.74999999999997
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,34.67999999999998
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,35.119999999999976
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,32.49999999999997
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,40.42999999999998
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,34.71999999999997
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,45.52999999999997
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,40.809999999999974
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,35.369999999999976
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,32.90999999999997
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,29.889999999999986
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,43.71999999999997
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,40.77999999999997
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,34.829999999999984
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,30.66999999999996
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,39.059999999999974
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,34.79999999999998
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,40.579999999999984
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,41.309999999999974
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,38.49999999999997
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,36.599999999999966
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,35.609999999999985
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,41.139999999999986
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,34.27999999999997
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,31.879999999999967
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,34.859999999999985
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,46.97999999999996
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,42.79999999999998
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,33.99999999999997
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,35.65999999999997
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,29.129999999999967
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,41.20999999999998
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,39.619999999999976
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,38.98999999999998
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,40.54999999999998
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,39.289999999999964
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,30.819999999999965
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,33.47999999999996
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,33.809999999999974
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,29.049999999999983
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,31.359999999999985
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,43.119999999999976
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,34.00999999999996
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,34.809999999999974
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,39.20999999999998
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,31.19999999999996
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,38.00999999999996
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,39.109999999999985
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,39.789999999999964
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,42.02999999999997
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,39.69999999999996
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,34.829999999999984
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,27.91999999999996
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,46.51999999999998
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,27.029999999999973
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,29.019999999999982
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,43.539999999999964
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,32.79999999999998
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,42.309999999999974
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,30.68999999999997
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,47.859999999999985
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,32.21999999999997
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,33.87999999999997
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,40.21999999999997
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,35.099999999999966
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,29.839999999999975
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,23.609999999999957
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,42.74999999999997
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,34.12999999999997
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,29.839999999999975
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,36.579999999999984
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,37.309999999999974
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,42.20999999999998
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,40.859999999999985
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,31.889999999999986
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,43.76999999999998
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,30.399999999999977
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,36.319999999999965
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,35.359999999999985
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,29.329999999999984
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,33.119999999999976
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,25.349999999999966
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,43.21999999999997
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,35.91999999999996
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,42.50999999999996
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,33.42999999999998
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,42.65999999999997
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,48.98999999999998
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,34.609999999999985
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,41.359999999999985
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,33.42999999999998
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,39.819999999999965
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,34.579999999999984
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,39.37999999999997
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,38.289999999999964
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,27.19999999999999
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,35.99999999999997
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,40.24999999999997
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,46.359999999999985
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,38.69999999999996
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,34.579999999999984
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,41.059999999999974
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,34.49999999999997
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,44.589999999999975
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,41.27999999999997
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,33.89999999999998
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,32.059999999999974
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,29.67999999999998
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,33.54999999999998
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,34.64999999999998
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,31.48999999999998
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,40.37999999999997
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,37.92999999999998
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,36.48999999999998
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,26.71999999999997
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,52.39999999999998
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,37.92999999999998
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,40.62999999999997
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,41.789999999999964
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,43.24999999999997
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,34.579999999999984
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,26.819999999999993
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,38.93999999999997
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,36.77999999999997
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,37.01999999999998
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,37.559999999999974
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,28.409999999999968
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,35.359999999999985
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,53.869999999999976
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,34.65999999999997
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,35.21999999999997
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,32.54999999999998
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,36.15999999999997
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,38.19999999999996
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,39.91999999999996
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,47.25999999999996
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,30.96999999999997
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,32.47999999999996
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,31.099999999999966
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,35.569999999999965
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,45.48999999999998
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,34.74999999999997
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,44.609999999999985
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,34.17999999999998
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,30.529999999999973
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,33.98999999999998
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,21.879999999999995
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,29.789999999999964
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,31.109999999999985
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,38.39999999999998
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,36.98999999999998
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,29.389999999999986
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,39.66999999999996
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,28.609999999999957
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,36.089999999999975
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,41.73999999999998
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,29.18999999999997
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,37.579999999999984
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,33.66999999999996
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,40.119999999999976
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,37.52999999999997
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,26.119999999999948
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,33.44999999999996
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,35.869999999999976
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,42.89999999999998
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,34.73999999999998
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,27.079999999999984
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,32.43999999999997
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,44.41999999999996
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,43.50999999999996
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,34.559999999999974
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,21.149999999999977
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,36.04999999999998
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,32.089999999999975
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,44.73999999999998
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,30.069999999999965
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,41.46999999999997
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,32.62999999999997
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,33.41999999999996
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,30.66999999999996
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,33.51999999999998
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,39.76999999999998
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,38.609999999999985
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,36.44999999999996
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,38.95999999999998
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,32.48999999999998
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,39.97999999999996
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,36.619999999999976
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,43.00999999999996
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,41.17999999999998
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,31.759999999999962
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,37.609999999999985
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,33.19999999999996
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,36.47999999999996
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,33.099999999999966
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,35.19999999999996
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,31.339999999999975
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,29.349999999999966
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,39.20999999999998
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,40.16999999999996
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,37.619999999999976
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,42.04999999999998
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,30.639999999999986
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,46.47999999999996
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,38.619999999999976
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,35.859999999999985
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,36.369999999999976
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,33.329999999999984
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,35.359999999999985
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,38.95999999999998
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,40.69999999999996
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,32.23999999999998
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,19.489999999999952
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,40.46999999999997
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,35.859999999999985
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,41.12999999999997
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,34.92999999999998
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,28.5
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,37.559999999999974
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,35.389999999999986
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,34.62999999999997
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,31.559999999999974
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,36.73999999999998
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,36.369999999999976
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,41.579999999999984
0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,40.16999999999996
